,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,21.66,50.11,0.0,14.87,34.67,25.83,34.02,0.0,43.46,0.5779,19.09,49.77,0.0,7.52,33.62,23.29,33.51,0.0,36.37,0.5306
split 1,18.26,50.19,0.0,4.59,33.9,29.77,33.58,0.0,55.74,0.5734,18.27,49.1,0.0,5.7,32.99,21.83,33.0,0.0,32.49,0.5624
split 2,20.33,50.48,0.0,10.5,34.68,29.03,33.98,0.0,53.13,0.5757,20.05,49.8,0.0,10.35,33.51,21.03,33.84,0.0,29.26,0.5126
split 3,25.49,49.94,0.0,26.55,36.04,26.26,34.69,0.0,44.09,0.5767,22.6,49.72,0.0,18.08,34.45,23.7,34.15,0.0,36.95,0.5293
split 4,24.64,49.69,0.0,24.25,35.67,26.93,34.23,0.0,46.56,0.5778,21.82,47.54,0.0,17.92,32.65,21.23,32.95,0.0,30.73,0.5155
split 5,21.39,50.33,0.0,13.85,34.85,27.52,34.05,0.0,48.5,0.5706,17.06,49.23,0.0,1.96,32.73,17.53,32.97,0.0,19.64,0.5557
mean,21.96,50.12,0.0,15.77,34.97,27.56,34.09,0.0,48.58,0.5754,19.82,49.19,0.0,10.25,33.33,21.44,33.4,0.0,30.91,0.5344
std,2.47,0.26,0.0,7.59,0.7,1.42,0.33,0.0,4.52,0.0026,1.93,0.79,0.0,6.01,0.62,2.01,0.47,0.0,5.75,0.0187
