,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,41.61,53.21,37.51,34.09,44.26,47.34,40.54,51.32,50.15,0.6327,20.47,50.36,3.77,7.27,34.58,45.6,33.9,36.97,65.94,0.5375
split 1,39.89,50.5,34.74,34.43,42.16,44.62,38.86,47.12,47.88,0.6255,30.71,38.95,31.31,21.87,31.48,31.05,36.39,28.53,28.22,0.4727
split 2,40.25,50.31,34.12,36.31,42.47,45.58,38.52,48.51,49.7,0.6273,32.93,35.72,22.27,40.82,34.56,35.09,33.09,37.18,34.99,0.5121
split 3,36.7,52.36,26.07,31.68,41.62,47.84,37.82,50.92,54.78,0.6258,30.31,44.73,20.63,25.56,33.72,33.45,33.92,31.53,34.9,0.5134
split 4,40.19,51.2,31.97,37.41,42.43,44.11,39.81,44.45,48.08,0.6263,27.82,37.83,16.44,29.19,29.49,28.36,30.95,21.89,32.24,0.4922
split 5,40.87,51.95,33.9,36.74,43.63,48.16,39.01,51.89,53.57,0.6273,22.98,44.06,9.02,15.85,28.83,23.98,32.56,16.78,22.61,0.4936
mean,39.92,51.59,33.05,35.11,42.76,46.27,39.09,49.03,50.7,0.6275,27.54,41.94,17.24,23.43,32.11,32.92,33.47,28.81,36.48,0.5036
std,1.54,1.03,3.52,1.94,0.9,1.58,0.88,2.64,2.61,0.0024,4.43,4.96,8.98,10.5,2.33,6.71,1.65,7.49,13.85,0.0204
