,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,36.14,50.81,20.67,36.92,40.35,43.16,38.31,48.43,42.74,0.6081,28.0,47.8,8.82,27.39,34.34,34.16,35.38,35.79,31.31,0.5172
split 1,32.22,50.62,27.34,18.68,38.19,41.32,36.49,42.6,44.89,0.5976,23.64,47.73,14.91,8.28,32.61,37.43,33.58,23.53,55.18,0.5086
split 2,38.92,50.58,32.71,33.47,41.17,42.24,39.58,45.0,42.12,0.6138,26.83,46.97,16.39,17.12,32.7,30.43,34.34,28.99,27.98,0.5156
split 3,34.16,51.83,16.55,34.09,39.93,44.12,37.95,51.26,43.14,0.602,29.25,47.77,12.66,27.3,34.52,33.82,35.88,34.55,31.04,0.5209
split 4,37.67,51.35,34.61,27.06,41.12,43.5,38.7,45.2,46.58,0.6092,22.97,42.29,22.86,3.77,28.73,22.81,31.67,26.24,10.51,0.4879
split 5,35.14,51.73,24.0,29.69,40.16,44.14,37.67,49.55,45.19,0.6011,28.3,46.04,10.53,28.32,32.68,29.11,35.55,20.01,31.76,0.5131
mean,35.71,51.15,25.98,29.99,40.15,43.08,38.12,47.01,44.11,0.6053,26.5,46.43,14.36,18.7,32.6,31.29,34.4,28.19,31.3,0.5106
std,2.21,0.51,6.36,5.97,0.99,1.01,0.95,2.98,1.56,0.0055,2.37,1.96,4.56,9.8,1.9,4.65,1.45,5.65,13.0,0.0108
