,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4984,0.0,50.0,0.0,0.5354
split 1,0.0,50.0,0.0,0.4851,0.0,50.0,0.0,0.5343
split 2,0.0,50.0,0.0,0.5092,0.0,50.0,0.0,0.5072
split 3,0.0,50.0,0.0,0.4947,0.0,50.0,0.0,0.4936
split 4,0.0,50.0,0.0,0.5073,0.0,50.0,0.0,0.5125
split 5,0.0,50.0,0.0,0.5067,0.0,50.0,0.0,0.5323
mean,0.0,50.0,0.0,0.5002,0.0,50.0,0.0,0.5192
std,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,0.0159
