,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.613,0.0,50.0,0.0,0.4935
split 1,1.57,50.4,100.0,0.575,0.0,49.37,0.0,0.4993
split 2,0.0,50.0,0.0,0.5837,0.0,50.0,0.0,0.5027
split 3,0.0,50.0,0.0,0.5904,0.0,50.0,0.0,0.485
split 4,0.0,50.0,0.0,0.5845,0.0,50.0,0.0,0.5025
split 5,0.0,50.0,0.0,0.586,0.0,50.0,0.0,0.4427
mean,0.26,50.07,16.67,0.5888,0.0,49.89,0.0,0.4876
std,0.59,0.15,37.27,0.0118,0.0,0.24,0.0,0.021
