,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5921,0.0,50.0,0.0,0.5203
split 1,2.07,50.41,81.87,0.541,0.0,48.38,0.0,0.4313
split 2,0.0,50.0,0.0,0.6134,0.0,50.0,0.0,0.5003
split 3,0.0,50.0,0.0,0.5593,0.0,50.0,0.0,0.6076
split 4,0.0,50.0,0.0,0.5665,0.0,50.0,0.0,0.5775
split 5,0.0,50.0,0.0,0.571,0.0,50.0,0.0,0.6667
mean,0.35,50.07,13.64,0.5739,0.0,49.73,0.0,0.5506
std,0.77,0.15,30.51,0.0233,0.0,0.6,0.0,0.0765
