,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,18.45,50.26,4.26,0.84,34.1,61.75,33.6,79.07,72.59,0.5894,17.99,50.28,3.68,0.0,33.8,25.8,33.65,43.74,0.0,0.532
split 1,16.89,49.99,0.0,0.69,33.4,35.16,33.34,0.0,72.15,0.5861,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5258
split 2,17.73,50.04,2.34,0.79,33.7,58.0,33.42,69.45,71.12,0.5809,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5592
split 3,17.69,50.07,2.23,0.77,33.69,55.84,33.45,62.22,71.85,0.5865,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5267
split 4,18.07,50.09,3.39,0.71,33.84,57.85,33.48,68.74,71.33,0.5789,16.62,49.86,0.0,0.0,33.06,11.1,33.3,0.0,0.0,0.5871
split 5,17.14,50.06,1.35,0.0,33.52,33.6,33.4,67.39,0.0,0.5872,16.6,49.81,0.0,0.0,32.97,11.1,33.29,0.0,0.0,0.4626
mean,17.66,50.09,2.26,0.63,33.71,50.37,33.45,57.81,59.84,0.5848,16.87,49.99,0.61,0.0,33.3,13.55,33.37,7.29,0.0,0.5322
std,0.53,0.08,1.37,0.29,0.22,11.45,0.08,26.33,26.77,0.0037,0.5,0.15,1.37,0.0,0.26,5.47,0.12,16.3,0.0,0.038
