,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5878,0.0,50.0,0.0,0.5412
split 1,0.0,50.0,0.0,0.5886,0.0,50.0,0.0,0.5898
split 2,0.0,50.0,0.0,0.6003,0.0,50.0,0.0,0.4883
split 3,0.0,50.0,0.0,0.6114,0.0,50.0,0.0,0.4782
split 4,0.0,50.0,0.0,0.5973,0.0,50.0,0.0,0.5249
split 5,0.0,50.0,0.0,0.5926,0.0,50.0,0.0,0.4514
mean,0.0,50.0,0.0,0.5964,0.0,50.0,0.0,0.5123
std,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,0.0455
