,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5714,0.0,50.0,0.0,0.489
split 1,0.0,50.0,0.0,0.5792,0.0,50.0,0.0,0.4617
split 2,0.0,50.0,0.0,0.553,0.0,50.0,0.0,0.563
split 3,0.0,50.0,0.0,0.5917,0.0,50.0,0.0,0.5797
split 4,0.0,50.0,0.0,0.5658,0.0,50.0,0.0,0.5948
split 5,0.0,50.0,0.0,0.5671,0.0,50.0,0.0,0.5157
mean,0.0,50.0,0.0,0.5714,0.0,50.0,0.0,0.534
std,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0487
