,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4813,0.0,50.0,0.0,0.5212
split 1,0.0,50.0,0.0,0.5162,0.0,50.0,0.0,0.5631
split 2,0.0,50.0,0.0,0.5167,0.0,50.0,0.0,0.5099
split 3,0.0,50.0,0.0,0.523,0.0,50.0,0.0,0.4855
split 4,0.0,50.0,0.0,0.4962,0.0,50.0,0.0,0.5281
split 5,0.0,50.0,0.0,0.5252,0.0,50.0,0.0,0.4706
mean,0.0,50.0,0.0,0.5098,0.0,50.0,0.0,0.5131
std,0.0,0.0,0.0,0.0158,0.0,0.0,0.0,0.0299
