,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4944,0.0,50.0,0.0,0.4968
split 1,0.0,50.0,0.0,0.4891,0.0,50.0,0.0,0.5302
split 2,0.0,50.0,0.0,0.4943,0.0,50.0,0.0,0.5002
split 3,0.0,50.0,0.0,0.5003,0.0,50.0,0.0,0.4686
split 4,0.0,50.0,0.0,0.4998,0.0,50.0,0.0,0.5594
split 5,0.0,50.0,0.0,0.5056,0.0,50.0,0.0,0.4995
mean,0.0,50.0,0.0,0.4972,0.0,50.0,0.0,0.5091
std,0.0,0.0,0.0,0.0053,0.0,0.0,0.0,0.0287
