,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,40.69,47.97,41.77,32.34,41.88,42.62,40.15,42.74,44.98,0.6165,31.94,43.22,29.31,23.28,34.48,36.52,33.47,32.75,43.36,0.5407
split 1,34.81,51.13,34.8,18.5,40.11,44.48,37.3,46.94,49.2,0.6109,27.81,45.36,20.22,17.85,33.74,38.27,32.37,33.31,49.14,0.5224
split 2,38.94,49.1,42.01,25.71,41.53,43.63,38.67,44.52,47.69,0.6261,28.31,46.35,22.72,15.85,33.31,32.05,34.2,35.14,26.82,0.5023
split 3,28.22,50.35,16.15,18.17,37.12,46.51,34.83,49.66,55.04,0.6049,20.97,48.7,14.2,0.0,33.14,23.58,33.3,37.44,0.0,0.5286
split 4,30.76,50.34,35.63,6.3,38.59,49.11,36.1,45.38,65.87,0.6065,27.25,45.97,33.9,1.88,34.49,28.62,33.69,38.76,13.41,0.5132
split 5,37.45,50.52,32.88,28.96,40.75,43.59,37.88,47.38,45.52,0.6134,30.35,38.93,24.75,27.38,31.47,31.26,32.49,31.92,29.38,0.4825
mean,35.15,49.9,33.87,21.66,40.0,44.99,37.49,46.11,51.38,0.613,27.77,44.76,24.18,14.37,33.44,31.72,33.25,34.89,27.02,0.515
std,4.43,1.06,8.64,8.58,1.67,2.2,1.72,2.21,7.27,0.007,3.44,3.06,6.31,10.21,1.02,4.87,0.64,2.5,16.72,0.0188
