,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,42.93,50.45,34.86,43.46,44.12,45.01,41.59,46.25,47.19,0.6371,31.85,36.11,42.38,17.05,33.57,31.83,32.84,38.26,24.39,0.5028
split 1,40.16,50.33,32.1,38.06,42.29,44.45,39.08,46.9,47.37,0.6199,27.67,41.07,4.97,36.96,31.36,27.59,31.85,8.51,42.41,0.4995
split 2,42.63,49.12,39.15,39.63,43.51,44.62,40.51,47.02,46.35,0.6373,28.85,34.21,18.54,33.78,30.14,29.68,30.81,27.88,30.37,0.4804
split 3,39.28,51.01,30.91,35.92,41.86,43.91,39.26,47.28,45.18,0.6154,31.79,45.33,32.43,17.63,35.15,37.68,36.09,31.34,45.62,0.5371
split 4,42.63,50.41,35.51,41.96,43.84,44.83,41.32,46.64,46.54,0.6263,27.71,41.74,12.58,28.8,31.59,30.75,31.8,28.06,32.38,0.5165
split 5,40.4,49.84,36.69,34.68,42.33,44.87,38.66,47.68,48.26,0.6247,22.43,43.89,6.16,17.23,29.9,25.82,31.23,16.23,30.0,0.4585
mean,41.34,50.19,34.87,38.95,42.99,44.62,40.07,46.96,46.81,0.6268,28.38,40.39,19.51,25.24,31.95,30.56,32.44,25.05,34.19,0.4991
std,1.43,0.59,2.75,3.11,0.86,0.36,1.13,0.45,0.96,0.0081,3.17,3.99,13.72,8.29,1.86,3.75,1.75,9.85,7.41,0.025
