,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,45.73,51.18,39.24,46.78,46.47,47.25,43.74,49.64,48.37,0.6508,30.73,39.71,21.52,30.96,31.94,31.2,33.91,28.34,31.35,0.4855
split 1,44.8,49.81,40.02,44.57,45.23,45.43,43.98,45.58,46.72,0.629,41.44,46.71,30.76,46.85,43.0,45.45,39.05,52.55,44.75,0.5835
split 2,44.94,49.38,42.86,42.57,45.19,45.24,44.9,44.61,46.22,0.634,34.58,35.93,27.96,39.84,35.09,34.86,34.66,33.53,36.4,0.5189
split 3,44.69,51.44,42.21,40.41,45.35,45.63,44.34,45.38,47.17,0.6452,29.05,26.41,47.53,13.22,34.99,36.15,35.11,34.61,38.73,0.4825
split 4,43.96,51.75,38.39,41.73,45.11,46.25,42.39,49.18,47.17,0.6369,29.63,42.79,12.01,34.08,32.99,30.77,34.85,24.82,32.66,0.4795
split 5,46.5,50.55,44.64,44.3,46.69,46.7,46.58,46.41,47.12,0.6399,29.09,28.73,34.42,24.12,29.71,29.84,28.62,29.91,30.99,0.4856
mean,45.1,50.69,41.23,43.39,45.67,46.08,44.32,46.8,47.13,0.6393,32.42,36.71,29.03,31.51,34.62,34.71,34.37,33.96,35.81,0.5059
std,0.81,0.86,2.19,2.08,0.65,0.72,1.26,1.92,0.65,0.0071,4.45,7.26,10.97,10.81,4.17,5.31,3.06,8.92,4.86,0.0371
