,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5912,0.0,50.0,0.0,0.4999
split 1,0.0,50.0,0.0,0.5961,0.0,50.0,0.0,0.5535
split 2,0.0,50.0,0.0,0.6119,0.0,50.0,0.0,0.5275
split 3,0.0,50.0,0.0,0.605,0.0,50.0,0.0,0.5368
split 4,0.0,50.0,0.0,0.5824,0.0,50.0,0.0,0.5655
split 5,3.13,50.63,82.75,0.5647,0.0,49.11,0.0,0.5127
mean,0.52,50.11,13.79,0.5919,0.0,49.85,0.0,0.5326
std,1.17,0.24,30.84,0.0154,0.0,0.33,0.0,0.0225
