,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4829,0.0,50.0,0.0,0.4921
split 1,0.0,50.0,0.0,0.4873,0.0,50.0,0.0,0.4868
split 2,0.0,50.0,0.0,0.4908,0.0,50.0,0.0,0.4707
split 3,0.0,50.0,0.0,0.4851,0.0,50.0,0.0,0.4957
split 4,0.0,50.0,0.0,0.483,0.0,50.0,0.0,0.5182
split 5,0.0,50.0,0.0,0.4872,0.0,50.0,0.0,0.4677
mean,0.0,50.0,0.0,0.4861,0.0,50.0,0.0,0.4885
std,0.0,0.0,0.0,0.0028,0.0,0.0,0.0,0.0168
