Label, Parent Label
18432,43105
19456,43083
19968,43493
20096,43160
18816,43490
19840,43431
18304,43467
44096,43684
20032,43362
19776,43671
18240,43303
18624,43307
19648,43383
19904,43347
19488,43147
20000,43098
19744,43334
18208,43633
19616,43522
19872,43258
18528,43252
19552,43453
20064,43340
19808,43259
19680,43606
18912,43670
19936,43102
19984,43099
18704,43525
19728,43323
19600,43342
19856,43532
19536,43684
20048,43566
18768,43185
19792,43669
18640,43426
19664,43558
18384,43381
19504,43395
18992,43501
20016,43509
19760,43579
19632,43089
18544,43288
19824,43397
19696,43238
19464,43329
18952,43637
19976,43624
19592,43096
19848,43266
19528,43417
44104,43501
20040,43401
19784,43308
18248,43432
18632,43675
18888,43510
19912,43679
19496,43304
20008,43209
19752,43341
19624,43324
19560,43532
19048,43351
20072,43698
18664,43675
19688,43455
19944,43587
19480,43651
19608,43201
19864,43695
19544,43135
19800,43159
19288,43181
19672,43597
20024,43155
19768,43646
19640,43689
19896,43200
19576,43465
20088,43540
19832,43434
19704,43094
19960,43236
18948,43514
19972,43604
18564,43653
19588,43476
20100,43107
18500,43615
19524,43389
20036,43467
19780,43662
18244,43486
18628,43159
18884,43184
19908,43337
19492,43300
20004,43540
19748,43647
19876,43269
19556,43428
20068,43678
19812,43639
19684,43234
19940,43530
19428,43252
19476,43721
19988,43613
19732,43083
19860,43271
19540,43426
20052,43217
19796,43402
19284,43105
19668,43462
19924,43269
19508,43683
20020,43479
19636,43343
19892,43514
18548,43632
19572,43451
20084,43388
19828,43432
19700,43245
19188,43351
19444,43280
18700,43680
18572,43635
19596,43261
20108,43610
19788,43155
18636,43680
19916,43518
19500,43148
20012,43625
19756,43454
19628,43636
19116,43557
19884,43142
18540,43630
19564,43186
20076,43379
19692,43094
19484,43358
19996,43372
19740,43653
19612,43095
19868,43175
19548,43697
19932,43216
19516,43392
44092,43215
20028,43086
18236,43647
19644,43210
19900,43411
19580,43186
20092,43170
19964,43411
19452,43634
19586,43193
20098,43502
19842,43182
19522,43387
44098,43666
20034,43312
19778,43150
18242,43450
18626,43720
19650,43421
19906,43429
19490,43357
20002,43463
19618,43269
19874,43487
20066,43709
19682,43600
19938,43567
19474,43294
19986,43100
19730,43108
20114,43710
19858,43470
19346,43235
20050,43558
19794,43394
19282,43223
18642,43165
19666,43172
19922,43530
