,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4857,0.0,50.0,0.0,0.4901
split 1,0.0,50.0,0.0,0.4924,0.0,50.0,0.0,0.4597
split 2,0.0,50.0,0.0,0.5124,0.0,50.0,0.0,0.5048
split 3,0.0,50.0,0.0,0.4807,0.0,50.0,0.0,0.4971
split 4,0.0,50.0,0.0,0.4923,0.0,50.0,0.0,0.4692
split 5,0.0,50.0,0.0,0.5072,0.0,50.0,0.0,0.5264
mean,0.0,50.0,0.0,0.4951,0.0,50.0,0.0,0.4912
std,0.0,0.0,0.0,0.0112,0.0,0.0,0.0,0.0221
