,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5257,0.0,50.0,0.0,0.4768
split 1,0.0,50.0,0.0,0.4938,0.0,50.0,0.0,0.4326
split 2,0.0,50.0,0.0,0.4912,0.0,50.0,0.0,0.4603
split 3,0.0,50.0,0.0,0.5152,0.0,50.0,0.0,0.5118
split 4,0.0,50.0,0.0,0.4848,0.0,50.0,0.0,0.4843
split 5,0.0,50.0,0.0,0.4801,0.0,50.0,0.0,0.515
mean,0.0,50.0,0.0,0.4985,0.0,50.0,0.0,0.4801
std,0.0,0.0,0.0,0.0164,0.0,0.0,0.0,0.0286
