,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,40.85,51.03,26.31,45.21,43.76,47.73,40.39,57.28,45.52,0.6411,24.82,44.84,6.58,23.06,30.53,25.57,33.39,14.12,29.21,0.489
split 1,37.77,50.26,21.88,41.19,41.53,45.44,38.21,52.21,45.89,0.633,28.54,38.55,13.87,33.19,30.7,28.89,31.95,21.66,33.04,0.4939
split 2,40.08,51.96,21.81,46.45,43.86,47.28,40.63,54.13,47.06,0.6441,25.59,41.07,0.0,35.69,32.1,21.97,31.4,0.0,34.52,0.5208
split 3,36.75,51.57,14.42,44.24,42.22,49.45,39.09,63.46,45.81,0.6265,30.33,48.25,4.56,38.19,37.29,38.51,36.13,39.76,39.63,0.5517
split 4,35.15,50.81,12.42,42.23,41.09,47.85,37.56,58.14,47.84,0.6328,22.51,47.5,2.68,17.34,32.24,38.83,33.4,57.56,25.52,0.5162
split 5,39.55,50.58,23.32,44.74,42.88,46.1,39.07,51.11,48.12,0.6348,30.5,39.87,25.69,25.93,31.87,31.62,32.49,30.75,31.62,0.4815
mean,38.36,51.04,20.03,44.01,42.56,47.31,39.16,56.05,46.71,0.6354,27.05,43.35,8.9,28.9,32.46,30.9,33.13,27.31,32.26,0.5088
std,1.99,0.58,4.94,1.79,1.05,1.29,1.09,4.16,1.02,0.0058,2.96,3.74,8.65,7.39,2.26,6.24,1.52,18.41,4.38,0.0238
