,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4931,0.0,50.0,0.0,0.4896
split 1,0.0,50.0,0.0,0.494,0.0,50.0,0.0,0.4945
split 2,0.0,50.0,0.0,0.5097,0.0,50.0,0.0,0.4921
split 3,0.0,50.0,0.0,0.4918,0.0,50.0,0.0,0.5018
split 4,0.0,50.0,0.0,0.496,0.0,50.0,0.0,0.4764
split 5,0.0,50.0,0.0,0.4962,0.0,50.0,0.0,0.4713
mean,0.0,50.0,0.0,0.4968,0.0,50.0,0.0,0.4876
std,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0105
