,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4789,0.0,50.0,0.0,0.5846
split 1,0.0,50.0,0.0,0.4981,0.0,50.0,0.0,0.4638
split 2,0.0,50.0,0.0,0.4949,0.0,50.0,0.0,0.5409
split 3,0.0,50.0,0.0,0.4959,0.0,50.0,0.0,0.525
split 4,0.0,50.0,0.0,0.5043,0.0,50.0,0.0,0.4979
split 5,0.0,50.0,0.0,0.4996,0.0,50.0,0.0,0.5118
mean,0.0,50.0,0.0,0.4953,0.0,50.0,0.0,0.5207
std,0.0,0.0,0.0,0.0079,0.0,0.0,0.0,0.0373
