,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5419,0.0,50.0,0.0,0.4986
split 1,0.0,50.0,0.0,0.5483,0.0,50.0,0.0,0.5447
split 2,0.0,50.0,0.0,0.542,0.0,50.0,0.0,0.5391
split 3,0.0,50.0,0.0,0.5632,0.0,50.0,0.0,0.4802
split 4,0.0,50.0,0.0,0.5387,0.0,50.0,0.0,0.5179
split 5,0.0,50.0,0.0,0.5499,0.0,50.0,0.0,0.5541
mean,0.0,50.0,0.0,0.5473,0.0,50.0,0.0,0.5224
std,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,0.0263
