,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5901,0.0,50.0,0.0,0.5114
split 1,0.0,50.0,0.0,0.5932,0.0,50.0,0.0,0.5091
split 2,0.0,50.0,0.0,0.6048,0.0,50.0,0.0,0.4509
split 3,0.0,50.0,0.0,0.5923,0.0,50.0,0.0,0.5278
split 4,0.0,50.0,0.0,0.6002,0.0,50.0,0.0,0.531
split 5,0.0,50.0,0.0,0.6226,0.0,50.0,0.0,0.4398
mean,0.0,50.0,0.0,0.6005,0.0,50.0,0.0,0.495
std,0.0,0.0,0.0,0.0111,0.0,0.0,0.0,0.0361
