,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5662,0.0,50.0,0.0,0.4571
split 1,0.0,50.0,0.0,0.5661,0.0,50.0,0.0,0.5005
split 2,0.0,50.0,0.0,0.5442,0.0,50.0,0.0,0.5206
split 3,0.0,50.0,0.0,0.5648,0.0,50.0,0.0,0.5375
split 4,0.0,50.0,0.0,0.534,0.0,50.0,0.0,0.5072
split 5,0.0,50.0,0.0,0.5603,0.0,50.0,0.0,0.5152
mean,0.0,50.0,0.0,0.5559,0.0,50.0,0.0,0.5063
std,0.0,0.0,0.0,0.0124,0.0,0.0,0.0,0.0249
