,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6024,0.0,50.0,0.0,0.5119
split 1,0.0,50.0,0.0,0.5802,0.0,50.0,0.0,0.5146
split 2,0.0,50.0,0.0,0.592,0.0,50.0,0.0,0.5347
split 3,0.0,50.0,0.0,0.5908,0.0,50.0,0.0,0.5311
split 4,0.0,50.0,0.0,0.5943,0.0,50.0,0.0,0.4631
split 5,2.73,50.53,80.95,0.5708,0.0,49.17,0.0,0.528
mean,0.46,50.09,13.49,0.5884,0.0,49.86,0.0,0.5139
std,1.02,0.2,30.17,0.0102,0.0,0.31,0.0,0.0242
