,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5263,0.0,50.0,0.0,0.4908
split 1,2.69,50.63,92.28,0.5184,7.14,50.89,65.51,0.5368
split 2,4.16,50.82,81.21,0.5423,0.0,50.0,0.0,0.445
split 3,0.0,50.0,0.0,0.5655,0.0,50.0,0.0,0.4687
split 4,3.61,50.71,80.91,0.5144,0.0,50.0,0.0,0.5093
split 5,3.15,50.64,82.86,0.5247,4.31,50.7,73.05,0.512
mean,2.27,50.46,56.21,0.5319,1.91,50.27,23.09,0.4938
std,1.66,0.33,39.93,0.0174,2.82,0.38,32.73,0.0301
test mean,3.6286645238599426,50.78785770396892,28.861202454850794,0.5197493582862611,0.9113001215066829,49.895833333333336,8.720930232558139,0.4871043449624352
test std,5.553496326700051,1.522144040763592,43.029636793051,0.05909774845589781,2.411073491249627,0.7745127813585985,23.073412596493522,0.07681796614990695
