,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5558,0.0,50.0,0.0,0.5264
split 1,0.0,50.0,0.0,0.5669,0.0,50.0,0.0,0.5052
split 2,0.0,50.0,0.0,0.5363,0.0,50.0,0.0,0.5165
split 3,0.0,50.0,0.0,0.565,0.0,50.0,0.0,0.5295
split 4,0.0,50.0,0.0,0.5747,0.0,50.0,0.0,0.4209
split 5,0.0,50.0,0.0,0.5436,0.0,50.0,0.0,0.522
mean,0.0,50.0,0.0,0.5571,0.0,50.0,0.0,0.5034
std,0.0,0.0,0.0,0.0134,0.0,0.0,0.0,0.0377
