,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5534,0.0,50.0,0.0,0.4445
split 1,0.0,50.0,0.0,0.5388,0.0,50.0,0.0,0.5322
split 2,0.0,50.0,0.0,0.5346,0.0,50.0,0.0,0.4503
split 3,0.0,50.0,0.0,0.5238,0.0,50.0,0.0,0.4974
split 4,0.0,50.0,0.0,0.5392,0.0,50.0,0.0,0.4809
split 5,0.0,50.0,0.0,0.5268,0.0,50.0,0.0,0.4989
mean,0.0,50.0,0.0,0.5361,0.0,50.0,0.0,0.484
std,0.0,0.0,0.0,0.0097,0.0,0.0,0.0,0.0301
