,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5801,0.0,50.0,0.0,0.5394
split 1,0.0,50.0,0.0,0.5933,0.0,50.0,0.0,0.4849
split 2,0.0,50.0,0.0,0.585,0.0,50.0,0.0,0.5584
split 3,1.7,50.24,69.61,0.5817,0.0,49.53,0.0,0.5107
split 4,0.0,50.0,0.0,0.5873,0.0,50.0,0.0,0.4656
split 5,0.0,50.0,0.0,0.5863,0.0,50.0,0.0,0.4936
mean,0.28,50.04,11.6,0.5856,0.0,49.92,0.0,0.5088
std,0.63,0.09,25.94,0.0042,0.0,0.17,0.0,0.0318
