,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5335,0.0,50.0,0.0,0.5078
split 1,0.0,50.0,0.0,0.5234,0.0,50.0,0.0,0.5274
split 2,0.0,50.0,0.0,0.5218,0.0,50.0,0.0,0.5875
split 3,0.0,50.0,0.0,0.5267,0.0,50.0,0.0,0.5105
split 4,0.0,50.0,0.0,0.5283,0.0,50.0,0.0,0.5434
split 5,0.0,50.0,0.0,0.5312,0.0,50.0,0.0,0.4631
mean,0.0,50.0,0.0,0.5275,0.0,50.0,0.0,0.5233
std,0.0,0.0,0.0,0.0041,0.0,0.0,0.0,0.0378
