,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4981,0.0,50.0,0.0,0.4302
split 1,0.0,50.0,0.0,0.5154,0.0,50.0,0.0,0.4674
split 2,0.0,50.0,0.0,0.5098,0.0,50.0,0.0,0.545
split 3,0.0,50.0,0.0,0.5182,0.0,50.0,0.0,0.4975
split 4,0.0,50.0,0.0,0.4993,0.0,50.0,0.0,0.5264
split 5,0.0,50.0,0.0,0.5052,0.0,50.0,0.0,0.5793
mean,0.0,50.0,0.0,0.5077,0.0,50.0,0.0,0.5076
std,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0493
