,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4747,0.0,50.0,0.0,0.4802
split 1,0.0,50.0,0.0,0.5212,0.0,50.0,0.0,0.5424
split 2,0.0,50.0,0.0,0.526,0.0,50.0,0.0,0.5195
split 3,0.0,50.0,0.0,0.477,0.0,50.0,0.0,0.4738
split 4,0.0,50.0,0.0,0.4753,0.0,50.0,0.0,0.4641
split 5,0.0,50.0,0.0,0.4689,0.0,50.0,0.0,0.5149
mean,0.0,50.0,0.0,0.4905,0.0,50.0,0.0,0.4991
std,0.0,0.0,0.0,0.0236,0.0,0.0,0.0,0.0282
