,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5363,0.0,50.0,0.0,0.5084
split 1,0.0,50.0,0.0,0.5438,0.0,50.0,0.0,0.4276
split 2,0.0,50.0,0.0,0.5383,0.0,50.0,0.0,0.4879
split 3,0.0,50.0,0.0,0.5269,0.0,50.0,0.0,0.5064
split 4,0.0,50.0,0.0,0.52,0.0,50.0,0.0,0.5103
split 5,0.0,50.0,0.0,0.5258,0.0,50.0,0.0,0.6221
mean,0.0,50.0,0.0,0.5319,0.0,50.0,0.0,0.5105
std,0.0,0.0,0.0,0.0082,0.0,0.0,0.0,0.0575
