,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,30.09,50.89,34.13,5.25,38.52,42.88,36.02,49.28,43.32,0.6069,23.69,49.65,16.5,4.92,34.39,39.62,34.36,32.06,52.45,0.5109
split 1,31.85,50.16,35.72,9.66,38.35,39.98,36.78,42.62,40.54,0.5984,28.65,38.14,41.56,6.25,33.14,29.55,31.37,37.2,20.09,0.5047
split 2,33.23,50.53,36.26,12.91,39.6,46.64,36.47,47.7,55.76,0.6007,27.14,47.44,26.23,7.76,34.15,31.96,34.07,39.5,22.32,0.5155
split 3,34.01,49.17,36.28,16.59,38.9,42.06,36.33,44.76,45.09,0.5972,30.12,47.08,23.16,20.12,34.56,34.01,35.04,35.5,31.49,0.5258
split 4,31.81,49.77,33.87,11.8,38.41,44.57,35.81,45.27,52.63,0.5959,20.52,46.02,15.54,0.0,30.94,20.38,31.95,29.2,0.0,0.5477
split 5,30.16,50.35,36.38,3.75,38.37,40.12,36.07,46.76,37.52,0.5971,21.46,45.92,16.67,1.81,30.28,21.84,32.69,24.33,8.49,0.4751
mean,31.86,50.14,35.44,9.99,38.69,42.71,36.25,46.07,45.81,0.5994,25.27,45.71,23.28,6.81,32.91,29.56,33.25,32.97,22.47,0.5133
std,1.45,0.55,1.04,4.41,0.45,2.36,0.32,2.15,6.44,0.0037,3.61,3.6,9.06,6.5,1.7,6.72,1.33,5.11,16.77,0.0219
