,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5253,0.0,50.0,0.0,0.4857
split 1,0.0,50.0,0.0,0.5289,0.0,50.0,0.0,0.5118
split 2,0.0,50.0,0.0,0.5233,0.0,50.0,0.0,0.5431
split 3,0.0,50.0,0.0,0.5429,0.0,50.0,0.0,0.563
split 4,0.0,50.0,0.0,0.5285,0.0,50.0,0.0,0.4996
split 5,0.0,50.0,0.0,0.5277,0.0,50.0,0.0,0.5262
mean,0.0,50.0,0.0,0.5294,0.0,50.0,0.0,0.5216
std,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.026
