,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5484,0.0,50.0,0.0,0.5195
split 1,0.0,50.0,0.0,0.5765,0.0,50.0,0.0,0.4567
split 2,0.0,50.0,0.0,0.5516,0.0,50.0,0.0,0.4968
split 3,0.0,50.0,0.0,0.5751,0.0,50.0,0.0,0.4658
split 4,0.0,50.0,0.0,0.5384,0.0,50.0,0.0,0.6313
split 5,0.0,50.0,0.0,0.5512,0.0,50.0,0.0,0.4557
mean,0.0,50.0,0.0,0.5569,0.0,50.0,0.0,0.5043
std,0.0,0.0,0.0,0.0141,0.0,0.0,0.0,0.0613
