,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5591,0.0,50.0,0.0,0.5112
split 1,2.25,50.46,83.58,0.5184,6.32,50.62,61.54,0.6057
split 2,0.0,50.0,0.0,0.5361,0.0,50.0,0.0,0.4393
split 3,0.0,50.0,0.0,0.5483,0.0,50.0,0.0,0.4885
split 4,0.0,50.0,0.0,0.5356,0.0,50.0,0.0,0.6119
split 5,0.0,50.0,0.0,0.549,0.0,50.0,0.0,0.5038
mean,0.38,50.08,13.93,0.5411,1.05,50.1,10.26,0.5267
std,0.84,0.17,31.15,0.013,2.36,0.23,22.93,0.0624
