,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5069,0.0,50.0,0.0,0.5104
split 1,0.0,50.0,0.0,0.4864,0.0,50.0,0.0,0.4903
split 2,0.0,50.0,0.0,0.4986,0.0,50.0,0.0,0.482
split 3,0.0,50.0,0.0,0.5082,0.0,50.0,0.0,0.4982
split 4,0.0,50.0,0.0,0.4919,0.0,50.0,0.0,0.4949
split 5,0.0,50.0,0.0,0.4951,0.0,50.0,0.0,0.4626
mean,0.0,50.0,0.0,0.4978,0.0,50.0,0.0,0.4897
std,0.0,0.0,0.0,0.0078,0.0,0.0,0.0,0.0148
