,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5758,0.0,50.0,0.0,0.4936
split 1,1.57,50.22,69.46,0.5727,10.58,52.17,81.04,0.5296
split 2,2.97,50.57,80.32,0.5556,0.0,50.0,0.0,0.4995
split 3,3.42,50.68,82.32,0.5672,0.0,49.53,0.0,0.457
split 4,2.54,50.37,70.16,0.5593,0.0,50.0,0.0,0.4362
split 5,2.03,50.29,69.64,0.5575,4.41,50.73,73.65,0.4812
mean,2.09,50.36,61.98,0.5647,2.5,50.4,25.78,0.4828
std,1.11,0.23,28.21,0.0077,3.96,0.86,36.52,0.03
