,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.92,49.99,0.0,0.79,33.41,34.48,33.34,0.0,70.09,0.5722,19.32,49.91,0.0,8.06,34.2,35.16,33.44,0.0,72.03,0.5229
split 1,22.44,50.52,0.0,16.81,35.27,27.28,34.33,0.0,47.51,0.5691,18.85,49.58,0.0,6.96,33.61,26.0,33.29,0.0,44.72,0.5252
split 2,24.99,49.98,0.0,25.0,35.71,25.49,34.7,0.0,41.76,0.5759,19.47,47.59,0.0,10.81,31.86,19.26,32.52,0.0,25.27,0.5174
split 3,26.62,50.64,0.0,29.23,36.99,27.26,35.28,0.0,46.49,0.5654,17.94,49.26,0.0,4.55,32.94,20.35,33.09,0.0,27.97,0.5546
split 4,22.93,50.36,0.0,18.43,35.41,27.68,34.28,0.0,48.75,0.5757,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4909
split 5,20.95,50.31,0.0,12.54,34.74,28.2,33.96,0.0,50.65,0.5694,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.518
mean,22.48,50.3,0.0,17.13,35.26,28.4,34.32,0.0,50.87,0.5713,18.15,49.39,0.0,5.06,33.21,20.5,33.17,0.0,28.33,0.5215
std,3.08,0.25,0.0,9.11,1.07,2.84,0.6,0.0,9.02,0.0038,1.16,0.85,0.0,4.02,0.72,8.4,0.31,0.0,25.14,0.0186
