,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4804,0.0,50.0,0.0,0.5236
split 1,0.0,50.0,0.0,0.4863,0.0,50.0,0.0,0.4764
split 2,0.0,50.0,0.0,0.4883,0.0,50.0,0.0,0.4881
split 3,0.0,50.0,0.0,0.4955,0.0,50.0,0.0,0.4815
split 4,0.0,50.0,0.0,0.4955,0.0,50.0,0.0,0.5575
split 5,0.0,50.0,0.0,0.5006,0.0,50.0,0.0,0.4551
mean,0.0,50.0,0.0,0.4911,0.0,50.0,0.0,0.497
std,0.0,0.0,0.0,0.0068,0.0,0.0,0.0,0.0338
