,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.595,0.0,50.0,0.0,0.4669
split 1,0.0,50.0,0.0,0.572,0.0,50.0,0.0,0.5416
split 2,0.0,50.0,0.0,0.5768,0.0,50.0,0.0,0.5267
split 3,0.0,50.0,0.0,0.5767,0.0,50.0,0.0,0.5288
split 4,0.0,50.0,0.0,0.5747,0.0,50.0,0.0,0.4858
split 5,0.0,50.0,0.0,0.5781,0.0,50.0,0.0,0.4639
mean,0.0,50.0,0.0,0.5789,0.0,50.0,0.0,0.5023
std,0.0,0.0,0.0,0.0075,0.0,0.0,0.0,0.0312
