,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,17.44,50.04,0.0,2.28,33.56,28.16,33.42,0.0,51.05,0.5757,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5516
split 1,20.64,50.18,0.0,11.75,34.59,28.42,33.83,0.0,51.44,0.5809,15.51,46.52,0.0,0.0,29.8,10.48,31.44,0.0,0.0,0.4896
split 2,21.08,50.73,0.0,12.52,35.05,28.97,34.22,0.0,52.7,0.574,17.29,49.4,0.0,2.48,32.87,18.22,33.11,0.0,21.56,0.5466
split 3,19.36,50.35,1.17,6.56,34.46,69.22,33.71,100.0,73.94,0.5785,16.71,48.35,1.78,0.0,31.91,18.03,32.45,21.66,0.0,0.538
split 4,17.27,50.13,0.0,1.67,33.61,38.48,33.45,0.0,81.99,0.5766,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5427
split 5,21.29,49.63,0.0,14.24,34.23,24.95,33.71,0.0,41.14,0.5805,20.1,49.44,0.0,10.85,34.06,29.33,33.27,0.0,54.73,0.5179
mean,19.51,50.18,0.19,8.17,34.25,36.37,33.72,16.67,58.71,0.5777,17.16,48.95,0.3,2.22,32.55,16.38,32.82,3.61,12.72,0.5311
std,1.65,0.33,0.43,4.97,0.53,15.27,0.26,37.27,14.32,0.0025,1.42,1.22,0.66,3.96,1.39,6.64,0.69,8.07,20.37,0.0214
