,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5381,0.0,50.0,0.0,0.4885
split 1,0.0,50.0,0.0,0.5188,0.0,50.0,0.0,0.4668
split 2,0.0,50.0,0.0,0.5186,0.0,50.0,0.0,0.5048
split 3,0.0,50.0,0.0,0.5184,0.0,50.0,0.0,0.4993
split 4,0.0,50.0,0.0,0.5231,0.0,50.0,0.0,0.4553
split 5,0.0,50.0,0.0,0.512,0.0,50.0,0.0,0.5811
mean,0.0,50.0,0.0,0.5215,0.0,50.0,0.0,0.4993
std,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,0.0405
