,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5374,0.0,50.0,0.0,0.4974
split 1,0.0,50.0,0.0,0.5532,0.0,50.0,0.0,0.4901
split 2,0.0,50.0,0.0,0.5659,0.0,50.0,0.0,0.4696
split 3,0.0,50.0,0.0,0.5059,0.0,50.0,0.0,0.4648
split 4,0.0,50.0,0.0,0.5092,0.0,50.0,0.0,0.6186
split 5,0.0,50.0,0.0,0.5452,0.0,50.0,0.0,0.4848
mean,0.0,50.0,0.0,0.5361,0.0,50.0,0.0,0.5042
std,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0524
