,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5455,0.0,50.0,0.0,0.4932
split 1,0.0,50.0,0.0,0.5515,0.0,50.0,0.0,0.4581
split 2,0.0,50.0,0.0,0.5349,0.0,50.0,0.0,0.4668
split 3,0.0,50.0,0.0,0.5332,0.0,50.0,0.0,0.4479
split 4,0.0,50.0,0.0,0.5496,0.0,50.0,0.0,0.4627
split 5,0.0,50.0,0.0,0.5318,0.0,50.0,0.0,0.5421
mean,0.0,50.0,0.0,0.5411,0.0,50.0,0.0,0.4785
std,0.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0316
test mean,0.0,50.0,0.0,0.5187566653906027,0.0,50.0,0.0,0.4568986492013319
test std,0.0,1.8078648421039906e-14,0.0,0.09594827824272929,0.0,1.5280799322856756e-14,0.0,0.05884971855753836
