,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6006,0.0,50.0,0.0,0.5165
split 1,0.0,50.0,0.0,0.581,0.0,50.0,0.0,0.5094
split 2,0.0,50.0,0.0,0.5811,0.0,50.0,0.0,0.5318
split 3,0.0,50.0,0.0,0.5729,0.0,50.0,0.0,0.5367
split 4,0.0,50.0,0.0,0.5701,0.0,50.0,0.0,0.4971
split 5,0.0,50.0,0.0,0.5787,0.0,50.0,0.0,0.4944
mean,0.0,50.0,0.0,0.5807,0.0,50.0,0.0,0.5143
std,0.0,0.0,0.0,0.0098,0.0,0.0,0.0,0.016
