plant,time point,dividing parent cell,parent neighbor,label,isCellTest
P1,0,700,353,1,False
P1,0,700,428,1,False
P1,0,700,538,2,False
P1,0,700,560,0,False
P1,0,700,687,0,False
P1,0,700,709,0,False
P1,0,700,717,0,False
P1,0,580,439,2,False
P1,0,580,442,0,False
P1,0,580,602,1,False
P1,0,580,717,0,False
P1,0,580,740,1,False
P1,0,580,753,1,False
P1,0,390,610,1,False
P1,0,390,653,2,False
P1,0,390,753,1,False
P1,0,390,754,2,False
P1,0,384,484,0,False
P1,0,384,592,2,False
P1,0,384,615,1,False
P1,0,384,630,0,False
P1,0,384,745,0,False
P1,0,384,751,0,False
P1,0,369,436,0,False
P1,0,369,461,1,False
P1,0,369,587,2,False
P1,0,369,600,1,False
P1,0,369,726,0,False
P1,0,369,738,0,False
P1,0,369,746,2,False
P1,0,352,353,0,False
P1,0,352,525,2,False
P1,0,352,551,1,False
P1,0,623,472,0,False
P1,0,623,476,0,False
P1,0,678,410,0,False
P1,0,678,532,0,False
P1,0,678,542,2,False
P1,0,678,671,0,False
P1,0,678,694,2,False
P1,0,678,695,2,False
P1,0,657,456,0,False
P1,0,657,652,2,False
P1,0,622,401,0,False
P1,0,622,472,1,False
P1,0,622,741,0,False
P1,0,622,754,2,False
P1,0,449,439,0,False
P1,0,449,741,0,False
P1,0,449,753,2,False
P1,0,449,754,0,False
P1,0,767,401,0,False
P1,0,767,653,2,False
P1,0,767,754,0,False
P1,0,552,397,0,False
P1,0,552,539,0,False
P1,0,552,568,1,False
P1,0,419,430,1,False
P1,0,419,542,0,False
P1,0,419,553,1,False
P1,0,419,665,2,False
P1,0,419,671,2,False
P1,0,419,697,2,False
P1,0,693,372,0,False
P1,0,693,413,0,False
P1,0,693,653,1,False
P1,0,693,696,1,False
P1,0,626,387,0,False
P1,0,626,456,0,False
P1,0,626,573,0,False
P1,0,626,670,0,False
P1,0,755,472,2,False
P1,0,540,353,0,False
P1,0,540,519,1,False
P1,0,540,525,2,False
P1,0,540,674,2,False
P1,0,540,687,1,False
P1,0,471,340,2,False
P1,0,471,467,0,False
P1,0,471,502,2,False
P1,0,471,602,1,False
P1,0,471,610,2,False
P1,0,471,758,0,False
P1,0,721,445,1,False
P1,0,721,694,1,False
P1,0,721,715,0,False
P1,0,721,725,2,False
P1,0,595,577,1,False
P1,0,595,741,0,False
P1,0,747,340,2,False
P1,0,747,413,1,False
P1,0,747,610,0,False
P1,0,728,372,1,False
P1,0,728,413,1,False
P1,0,728,690,1,False
P1,0,452,440,2,False
P1,0,452,577,2,False
P1,0,620,372,0,False
P1,0,620,518,0,False
P1,0,620,521,2,False
P1,0,620,555,2,False
P1,0,620,606,0,False
P1,0,414,443,2,False
P1,0,414,444,0,False
P1,0,414,536,2,False
P1,0,414,670,2,False
P1,0,414,750,0,False
P1,0,535,512,1,False
P1,0,535,523,1,False
P1,0,535,659,2,False
P1,0,535,665,2,False
P1,0,535,679,0,False
P1,0,535,697,1,False
P1,0,576,439,0,False
P1,0,576,709,1,False
P1,0,576,741,1,False
P1,0,672,407,1,False
P1,0,672,514,2,False
P1,0,672,538,2,False
P1,0,672,680,0,False
P1,0,672,698,1,False
P1,0,366,577,1,False
P1,0,366,720,1,False
P1,0,366,741,2,False
P1,0,421,420,1,False
P1,0,421,456,1,False
P1,0,421,507,2,False
P1,0,421,573,1,False
P1,0,421,632,2,False
P1,0,605,422,2,False
P1,0,605,518,1,False
P1,0,605,559,2,False
P1,0,605,589,0,False
P1,0,605,619,0,False
P1,0,605,690,0,False
P1,0,557,353,0,False
P1,0,557,551,1,False
P1,0,557,709,0,False
P1,0,557,720,0,False
P1,0,566,446,2,False
P1,0,566,567,1,False
P1,0,566,695,1,False
P1,0,566,715,0,False
P1,0,566,725,2,False
P1,0,566,730,0,False
P1,0,448,438,0,False
P1,0,448,441,2,False
P1,0,448,442,0,False
P1,0,448,447,2,False
P1,0,448,462,1,False
P1,0,448,716,0,False
P1,0,448,740,1,False
P1,0,517,407,2,False
P1,0,517,538,0,False
P1,0,517,674,1,False
P1,0,517,687,0,False
P1,1,5099,5003,1,False
P1,1,5099,5045,0,False
