,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5404,0.0,50.0,0.0,0.4971
split 1,0.0,50.0,0.0,0.5297,0.0,50.0,0.0,0.5272
split 2,0.0,50.0,0.0,0.5275,0.0,50.0,0.0,0.5642
split 3,0.0,50.0,0.0,0.5063,0.0,50.0,0.0,0.502
split 4,0.0,50.0,0.0,0.5041,0.0,50.0,0.0,0.424
split 5,0.0,50.0,0.0,0.4811,0.0,50.0,0.0,0.6145
mean,0.0,50.0,0.0,0.5148,0.0,50.0,0.0,0.5215
std,0.0,0.0,0.0,0.0198,0.0,0.0,0.0,0.0592
