,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,42.73,53.21,34.29,40.69,45.23,49.36,40.45,54.34,53.29,0.66,26.89,49.15,29.22,2.28,35.75,40.43,35.03,37.99,48.25,0.5181
split 1,39.35,51.9,31.71,34.43,42.4,45.63,39.16,51.2,46.53,0.6344,25.99,43.41,17.37,17.19,31.33,34.24,31.46,24.49,46.77,0.5646
split 2,41.44,53.12,26.12,45.08,44.55,47.11,41.84,52.78,46.7,0.6483,25.99,31.81,4.58,41.59,31.54,28.91,32.59,22.59,31.55,0.4657
split 3,41.51,51.22,32.28,41.04,43.54,45.64,40.2,48.92,47.81,0.6502,30.41,46.69,20.08,24.44,34.62,34.78,34.95,37.52,31.85,0.5295
split 4,40.37,52.2,30.65,38.28,43.04,45.36,40.22,49.57,46.29,0.6419,32.62,42.59,12.14,43.14,36.29,33.97,37.61,27.44,36.86,0.5263
split 5,37.06,51.77,35.61,23.82,41.49,46.12,37.97,50.48,49.91,0.6353,25.74,48.04,19.23,9.95,32.58,30.56,35.15,24.21,32.33,0.4893
mean,40.41,52.24,31.78,37.22,43.38,46.54,39.97,51.22,48.42,0.645,27.94,43.62,17.1,23.1,33.69,33.81,34.46,29.04,37.94,0.5156
std,1.83,0.72,3.02,6.79,1.26,1.38,1.19,1.86,2.49,0.0089,2.63,5.78,7.55,15.2,1.97,3.64,1.98,6.33,7.01,0.0313
