,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5132,0.0,50.0,0.0,0.496
split 1,0.0,50.0,0.0,0.5288,0.0,50.0,0.0,0.4686
split 2,0.0,50.0,0.0,0.5042,0.0,50.0,0.0,0.4995
split 3,0.0,50.0,0.0,0.5092,0.0,50.0,0.0,0.4785
split 4,0.0,50.0,0.0,0.5081,0.0,50.0,0.0,0.6505
split 5,0.0,50.0,0.0,0.5165,0.0,50.0,0.0,0.5048
mean,0.0,50.0,0.0,0.5133,0.0,50.0,0.0,0.5163
std,0.0,0.0,0.0,0.0079,0.0,0.0,0.0,0.0613
