,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4793,0.0,50.0,0.0,0.475
split 1,0.0,50.0,0.0,0.4828,0.0,50.0,0.0,0.4565
split 2,0.0,50.0,0.0,0.4729,0.0,50.0,0.0,0.4989
split 3,0.0,50.0,0.0,0.4722,0.0,50.0,0.0,0.4993
split 4,0.0,50.0,0.0,0.4798,0.0,50.0,0.0,0.4576
split 5,0.0,50.0,0.0,0.4786,0.0,50.0,0.0,0.4622
mean,0.0,50.0,0.0,0.4776,0.0,50.0,0.0,0.4749
std,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0181
