,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.508,0.0,50.0,0.0,0.4459
split 1,0.0,50.0,0.0,0.494,0.0,50.0,0.0,0.4748
split 2,0.0,50.0,0.0,0.5225,0.0,50.0,0.0,0.5305
split 3,0.0,50.0,0.0,0.4826,0.0,50.0,0.0,0.5253
split 4,0.0,50.0,0.0,0.4909,0.0,50.0,0.0,0.5168
split 5,0.0,50.0,0.0,0.4982,0.0,50.0,0.0,0.4571
mean,0.0,50.0,0.0,0.4994,0.0,50.0,0.0,0.4918
std,0.0,0.0,0.0,0.0129,0.0,0.0,0.0,0.0338
