,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,37.45,48.94,30.6,32.82,40.04,42.62,37.43,49.12,41.3,0.5874,33.47,42.17,42.71,15.53,36.36,34.95,35.24,39.78,29.83,0.5525
split 1,28.43,50.06,8.7,26.54,36.77,42.2,35.27,49.19,42.15,0.5804,25.77,48.99,15.83,12.5,35.15,41.3,33.88,40.15,49.88,0.4961
split 2,36.99,48.44,26.45,36.07,39.63,41.61,37.56,46.21,41.07,0.5963,32.55,40.55,30.84,26.25,33.83,34.87,33.33,31.59,39.69,0.5146
split 3,38.46,48.42,37.77,29.18,40.7,43.08,37.31,47.18,44.76,0.5934,29.63,45.9,6.37,36.61,35.12,35.89,37.37,38.1,32.2,0.5392
split 4,38.17,49.41,35.09,30.01,40.72,43.06,37.74,46.98,44.44,0.5931,25.18,44.74,2.39,28.42,32.32,26.58,32.57,12.79,34.4,0.5376
split 5,34.72,49.09,31.7,23.37,38.47,40.09,36.76,42.81,40.69,0.5874,24.46,45.64,4.16,23.59,32.89,31.84,31.9,19.76,43.87,0.5295
mean,35.7,49.06,28.39,29.66,39.39,42.11,37.01,46.92,42.4,0.5897,28.51,44.66,17.05,23.81,34.28,34.24,34.05,30.36,38.31,0.5283
std,3.47,0.56,9.49,4.1,1.39,1.04,0.84,2.14,1.62,0.0053,3.58,2.72,14.97,8.04,1.4,4.43,1.82,10.54,6.97,0.0184
