,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,41.86,51.17,37.2,37.22,43.69,46.13,39.92,50.11,48.37,0.6414,29.92,43.99,27.3,18.48,33.25,32.75,33.64,33.41,31.21,0.5141
split 1,39.77,51.04,36.31,31.98,42.49,46.17,38.67,47.37,52.47,0.6299,25.47,45.21,19.22,11.99,32.5,33.68,32.01,34.39,34.64,0.4899
split 2,39.67,50.17,28.05,40.8,42.32,45.44,38.55,50.14,47.64,0.6316,30.84,34.44,17.74,40.35,33.04,32.57,33.42,30.96,33.31,0.4943
split 3,42.34,49.66,43.12,34.23,43.82,46.26,39.51,48.49,50.77,0.6395,30.14,44.39,8.48,37.55,35.07,34.55,35.31,33.43,34.92,0.5525
split 4,42.3,50.74,37.19,38.98,43.98,46.9,39.54,51.03,50.14,0.6319,31.14,44.33,20.67,28.4,34.18,35.47,33.54,27.8,45.08,0.5279
split 5,41.12,49.97,34.83,38.55,42.88,45.4,39.05,49.7,47.46,0.63,29.75,48.13,13.1,28.01,35.13,34.47,35.85,34.13,33.44,0.5229
mean,41.18,50.46,36.12,36.96,43.2,46.05,39.21,49.47,49.48,0.634,29.54,43.41,17.75,27.46,33.86,33.92,33.96,32.35,35.43,0.5169
std,1.1,0.56,4.44,2.99,0.66,0.51,0.49,1.2,1.81,0.0046,1.89,4.24,5.91,9.91,1.01,1.03,1.27,2.32,4.48,0.0211
