Label, Parent Label
24064,22651
24320,22638
23936,22783
24448,22943
24128,22675
23872,22766
27456,22705
24384,23046
24256,22961
24000,22886
23840,22719
24224,22927
27488,22846
24416,22607
24288,22645
24080,22997
23824,22640
24208,22717
24144,22833
23760,22611
24272,22969
24016,22730
24112,22889
23856,22915
24368,27416
24240,22935
23920,23033
24304,22710
23816,22675
24200,22705
24456,23065
24136,22577
23880,23003
27464,22657
24392,23044
23752,22689
24008,22900
24104,23026
23848,22816
27432,22791
24360,22621
24232,22625
23976,23025
23912,22833
24296,22986
24088,22578
23832,22863
24344,22847
24216,22926
23960,22677
24472,22642
24152,22956
24408,23058
24280,22795
23864,23005
24248,22939
23992,22557
24184,22712
24440,23080
23800,22731
24312,22790
24056,22987
23940,22576
24452,22879
24132,22587
23876,22967
27460,23038
24388,23041
23748,23047
24260,22632
24164,22590
23908,22818
27492,22817
23780,22777
24292,22975
24036,22562
23828,22905
24340,22872
24212,22721
24148,23005
27476,22797
23764,23088
24020,22663
24244,22947
23924,22765
23796,22894
24308,22905
24052,22944
24076,22802
23820,22816
24332,22669
24460,23068
27468,23022
24396,22923
24268,22951
24012,22727
23852,22779
24364,22932
24236,23092
23980,27423
24172,22845
24300,22979
24092,23007
24348,22604
24220,22724
23964,22825
27484,22883
24412,22558
24028,22938
23868,22573
27452,22589
24380,22565
24252,22754
23996,22893
24188,22874
23932,22990
24444,23051
23804,22741
24316,23003
23810,22655
24450,22728
27458,22635
24386,23024
23746,22654
24258,22970
24354,23031
24226,22914
23970,22740
24162,22688
23906,22801
27490,22870
24418,23093
23778,22668
24290,22971
24034,22924
23826,22590
24338,22885
24210,22729
24466,22891
24018,22909
24114,22880
23858,22567
24370,22642
24242,22632
24178,22695
23922,22975
24434,23086
24306,22663
24050,22739
24074,22780
24330,23017
27466,22807
24394,22934
24010,22617
23850,22902
24362,23032
24426,23021
23786,22668
24298,23001
24042,22566
23834,22884
24346,22839
24474,22858
24154,22795
23898,22749
27482,22700
23770,22639
24282,22939
24026,22622
23866,22938
27450,22848
23738,22764
23930,23081
24442,22829
24314,22998
24058,22639
24070,22994
24326,22707
23942,22649
24454,22738
23878,22773
27462,23041
24262,23067
24006,22553
24358,22891
24230,22933
23974,22689
27494,22864
24422,22849
23782,22974
24294,22756
24086,22707
24342,22595
24470,23036
23894,23020
27478,22796
23766,22751
24278,22972
27446,22796
24374,22994
24246,22743
23990,22844
24182,22895
23926,22774
24438,23043
23798,23093
23822,23024
23950,22603
24462,23068
24142,23047
24398,23066
24270,22572
24110,23000
23854,22620
24366,22630
24174,23106
23918,22754
23790,22968
24046,22917
24158,22740
23902,27421
27486,22735
24414,22701
24286,22637
24030,22721
27454,22726
24382,22709
23998,22884
24446,23050
24062,22772
24065,22652
24321,23001
24449,22931
27457,22882
24385,23045
24257,22961
24001,22714
24225,22914
23969,22718
24161,22854
23905,22990
27489,22870
24417,23094
24289,22988
24465,23105
24145,22822
23761,22562
24273,22970
24017,22617
24113,22952
23857,22566
24369,27416
24241,22962
23921,22989
24433,23085
24049,22931
24201,22553
24137,22824
27465,22657
24393,22747
24009,27422
23849,22616
27433,23058
24361,22735
24233,22623
23977,22681
24297,22638
24041,22936
23833,22779
24217,23023
24473,22858
24153,22589
27481,22700
24025,22736
27449,22595
24377,23048
24249,22942
23993,22556
24441,27423
24313,22992
23813,22809
24325,22903
24197,22888
23877,22641
27461,23039
23749,22818
24261,22567
24005,22613
23845,23032
24357,22706
24165,22847
27493,22817
24421,22695
24293,22756
24037,22561
24341,22872
24213,22898
23957,22748
24469,23035
24149,22686
27477,22797
23765,22956
24277,22969
24373,22976
23733,22610
24245,22913
23989,22854
24437,23040
24309,22776
24053,22764
23821,22640
24205,22759
23949,22974
24397,22923
24269,23033
24013,22714
24365,22943
24173,23106
23917,22951
24045,22738
24221,22614
23965,22825
23901,22940
27485,22862
24413,22558
24285,22572
24029,22731
27453,22894
24381,22881
23997,22559
24189,22942
23933,22979
24445,23051
24067,22646
23811,22801
23939,23056
24451,22728
24131,22587
27459,22709
24387,23008
24259,22962
23843,22724
24355,22593
23971,22993
24419,23089
24291,22574
23827,22685
24339,22885
24211,22908
24467,22712
24275,22637
24019,22727
27443,22792
24371,23081
24243,22913
24435,23087
24051,22759
24075,22789
23819,22877
24203,22908
23947,23011
24139,22952
27467,23022
24395,22934
23851,22620
24363,22739
24235,23107
23979,22844
23915,22851
24299,22989
24043,22889
24091,23000
23835,22991
24347,22594
27483,22711
24411,22886
24283,22940
24027,22895
24123,22974
23867,22573
27451,22856
24379,22565
24187,23025
23931,22784
24443,23048
23803,22927
24315,22794
24199,22879
24455,23066
24135,23023
27463,22967
24391,23044
23751,22973
24007,22900
23847,22888
24359,22717
24231,22561
23975,22824
24167,22851
27495,22864
23783,22768
24039,22887
24343,22856
24215,22907
23959,22991
24471,23036
27479,22903
24407,23057
23767,23091
24023,22899
23863,22972
27447,22665
23735,22926
24247,22748
24439,23042
24311,22658
23823,22845
24207,22899
23887,23002
24399,23065
24271,22747
24015,22898
24111,22822
24367,27417
24239,22922
23919,22755
24431,23080
24303,22966
24047,22606
24095,23026
24223,22737
24159,22762
27487,22923
24415,22701
24287,22645
24031,22917
23871,22768
27455,22601
24383,22877
24255,22749
23999,22873
23935,27418
24447,23031
23807,22765
24063,22785
