,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.513,0.0,50.0,0.0,0.4995
split 1,0.0,50.0,0.0,0.5022,0.0,50.0,0.0,0.3996
split 2,0.0,50.0,0.0,0.4832,0.0,50.0,0.0,0.5081
split 3,0.0,50.0,0.0,0.4933,0.0,50.0,0.0,0.4791
split 4,0.0,50.0,0.0,0.5155,0.0,50.0,0.0,0.4771
split 5,0.0,50.0,0.0,0.5188,0.0,50.0,0.0,0.4583
mean,0.0,50.0,0.0,0.5043,0.0,50.0,0.0,0.4703
std,0.0,0.0,0.0,0.0128,0.0,0.0,0.0,0.0355
test mean,0.0,50.0,0.0,0.48614045111233944,0.0,50.000000000000014,0.0,0.4499829740439911
test std,0.0,1.6054591898650453e-14,0.0,0.06754268672762656,0.0,1.879919374704706e-14,0.0,0.06670932906062695
