,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,34.33,53.15,25.96,23.9,40.79,47.5,37.78,50.26,54.44,0.6284,29.11,43.72,20.89,22.71,32.86,33.33,32.68,36.2,31.12,0.5312
split 1,21.05,50.59,7.48,5.07,34.86,45.25,34.11,53.22,48.41,0.6106,19.53,49.29,0.0,9.28,33.27,22.71,33.35,0.0,34.77,0.571
split 2,24.36,50.65,2.97,19.46,36.1,51.28,34.57,68.51,50.76,0.6183,22.73,48.7,6.63,12.84,33.5,33.05,33.54,31.53,34.08,0.5229
split 3,24.76,50.73,17.36,6.19,36.31,50.13,34.55,55.53,60.3,0.6144,21.33,50.23,9.45,4.3,34.21,36.9,34.17,31.71,44.81,0.5603
split 4,30.1,52.2,28.04,10.06,38.81,44.94,36.5,51.97,46.35,0.6183,25.16,46.73,21.28,7.47,32.91,31.04,33.07,40.14,19.91,0.5346
split 5,26.16,51.22,17.02,10.24,36.86,47.04,35.1,51.76,54.26,0.6203,24.98,50.94,15.92,8.06,35.82,38.81,35.04,45.7,35.69,0.5479
mean,26.79,51.42,16.47,12.49,37.29,47.69,35.44,55.21,52.42,0.6184,23.8,48.27,12.36,10.78,33.76,32.64,33.64,30.88,33.4,0.5446
std,4.31,0.95,9.02,6.88,1.96,2.34,1.29,6.16,4.57,0.0055,3.08,2.43,7.74,5.91,1.02,5.13,0.77,14.65,7.36,0.0168
