,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4958,0.0,50.0,0.0,0.4854
split 1,0.0,50.0,0.0,0.5,0.0,50.0,0.0,0.5506
split 2,0.0,50.0,0.0,0.5031,0.0,50.0,0.0,0.5278
split 3,0.0,50.0,0.0,0.4981,0.0,50.0,0.0,0.4883
split 4,0.0,50.0,0.0,0.4914,0.0,50.0,0.0,0.5343
split 5,0.0,50.0,0.0,0.4895,0.0,50.0,0.0,0.5504
mean,0.0,50.0,0.0,0.4963,0.0,50.0,0.0,0.5228
std,0.0,0.0,0.0,0.0047,0.0,0.0,0.0,0.0267
