,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6181,0.0,50.0,0.0,0.5954
split 1,0.0,50.0,0.0,0.6238,0.0,50.0,0.0,0.4892
split 2,0.0,50.0,0.0,0.6192,0.0,50.0,0.0,0.5472
split 3,0.0,50.0,0.0,0.6051,0.0,50.0,0.0,0.5512
split 4,0.0,50.0,0.0,0.6161,0.0,50.0,0.0,0.5647
split 5,0.0,50.0,0.0,0.6175,0.0,50.0,0.0,0.5422
mean,0.0,50.0,0.0,0.6166,0.0,50.0,0.0,0.5483
std,0.0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0317
