,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5999,0.0,50.0,0.0,0.4773
split 1,0.0,50.0,0.0,0.576,0.0,50.0,0.0,0.454
split 2,0.0,50.0,0.0,0.5766,0.0,50.0,0.0,0.5107
split 3,0.0,50.0,0.0,0.5987,0.0,50.0,0.0,0.4858
split 4,0.0,50.0,0.0,0.584,0.0,50.0,0.0,0.507
split 5,0.0,50.0,0.0,0.587,0.0,50.0,0.0,0.4976
mean,0.0,50.0,0.0,0.587,0.0,50.0,0.0,0.4887
std,0.0,0.0,0.0,0.0095,0.0,0.0,0.0,0.0193
