,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5174,0.0,50.0,0.0,0.462
split 1,0.0,50.0,0.0,0.4939,0.0,50.0,0.0,0.5631
split 2,0.0,50.0,0.0,0.5157,0.0,50.0,0.0,0.4712
split 3,0.0,50.0,0.0,0.5089,0.0,50.0,0.0,0.4889
split 4,0.0,50.0,0.0,0.4997,0.0,50.0,0.0,0.4486
split 5,0.0,50.0,0.0,0.5016,0.0,50.0,0.0,0.5486
mean,0.0,50.0,0.0,0.5062,0.0,50.0,0.0,0.497
std,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,0.0435
