,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5473,0.0,50.0,0.0,0.4553
split 1,0.0,50.0,0.0,0.534,0.0,50.0,0.0,0.5381
split 2,0.0,50.0,0.0,0.5621,0.0,50.0,0.0,0.4761
split 3,0.0,50.0,0.0,0.5396,0.0,50.0,0.0,0.5051
split 4,0.0,50.0,0.0,0.5386,0.0,50.0,0.0,0.5764
split 5,0.0,50.0,0.0,0.5336,0.0,50.0,0.0,0.4993
mean,0.0,50.0,0.0,0.5425,0.0,50.0,0.0,0.5084
std,0.0,0.0,0.0,0.0099,0.0,0.0,0.0,0.0397
